feedback_id,customer_id,feedback_text,feedback_date,service_impacted,rating
644,893,Despite the quality service,2023-10-16,Mobile,
645,704,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-09-04,Streaming,2
646,775,Despite the quality service,2022-12-09,Streaming,2
647,549,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-03-08,Broadband,1
648,597,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-07-13,Mobile,4
649,788,Ever since Neon updated their network in my area,2023-04-21,Mobile,1
650,700,Ever since Neon updated their network in my area,2023-06-04,Mobile,1
651,762,Despite the quality service,2022-12-12,,3
652,373,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-03-11,Broadband,5
653,162,Despite the quality service,2023-08-14,Streaming,3
654,566,Neon's pricing is becoming prohibitive,2023-01-11,Broadband,3
655,741,making it difficult to manage my account on the go.,2023-06-26,Streaming,5
656,205,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-10-09,Mobile,1
657,311,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2022-11-30,Streaming,1
658,606,and there are no significant benefits for long-term customers like me.,2023-03-01,Broadband,1
659,7,I've enjoyed blazing-fast internet speeds on all my devices.,2023-06-22,Streaming,5
660,934,I've enjoyed blazing-fast internet speeds on all my devices.,2022-12-19,Broadband,1
661,812,Neon's signal quality indoors is often weak,2023-10-21,Streaming,4
662,932,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-04-01,Broadband,3
663,484,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-02-11,Broadband,4
664,471,forcing me to rely on Wi-Fi,2023-04-28,Broadband,1
665,433,I've enjoyed blazing-fast internet speeds on all my devices.,2023-05-02,Streaming,5
666,307,Neon's signal quality indoors is often weak,2023-06-19,,1
667,770,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-08-18,Broadband,1
668,447,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-09-16,Streaming,4
669,581,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-07-25,Streaming,4
670,827,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2022-12-25,Streaming,2
671,911,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-10-20,Streaming,5
672,951,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-01-18,Broadband,4
673,72,Neon's signal quality indoors is often weak,2023-02-08,Streaming,1
674,361,Despite the quality service,2023-09-22,Mobile,3
675,336,Ever since Neon updated their network in my area,2023-05-29,Mobile,1
676,60,no matter the hour.,2023-07-19,Streaming,3
677,767,Ever since Neon updated their network in my area,2023-03-30,Broadband,4
678,349,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-03-17,Mobile,1
679,980,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-01-20,Streaming,4
680,967,Ever since Neon updated their network in my area,2023-05-02,Streaming,3
681,505,making it difficult to manage my account on the go.,2023-05-19,Streaming,5
682,214,and there are no significant benefits for long-term customers like me.,2023-02-17,Broadband,4
683,687,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-01-22,Streaming,4
684,973,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2022-12-10,Broadband,5
685,140,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-11-01,Broadband,5
686,783,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-01-25,Broadband,4
687,310,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-07-16,Streaming,5
688,549,Ever since Neon updated their network in my area,2022-12-19,Streaming,1
689,262,forcing me to rely on Wi-Fi,2023-01-15,Broadband,1
690,929,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-10-07,Streaming,3
691,540,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-10-15,Broadband,4
692,245,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-10-18,Broadband,2
693,104,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2022-12-06,Broadband,2
694,691,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-07-06,Mobile,2
695,344,I've enjoyed blazing-fast internet speeds on all my devices.,2023-10-09,Streaming,4
696,606,no matter the hour.,2023-04-11,Broadband,5
697,553,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2022-11-08,Broadband,3
698,535,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-09-16,Broadband,1
699,176,Despite the quality service,2022-12-20,Broadband,1
700,437,Ever since Neon updated their network in my area,2023-01-24,Broadband,5
701,265,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-09-28,Mobile,4
702,750,Despite the quality service,2023-01-20,Mobile,2
703,207,Neon's pricing is becoming prohibitive,2023-10-29,Broadband,3
704,727,Ever since Neon updated their network in my area,2023-03-19,Mobile,5
705,833,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-02-23,Streaming,2
706,856,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2022-12-26,Mobile,5
707,128,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-08-28,Streaming,4
708,818,I've enjoyed blazing-fast internet speeds on all my devices.,2023-06-06,Mobile,5
709,146,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-07-27,Streaming,3
710,713,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-11-05,Mobile,5
711,901,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-08-29,,2
712,504,making it difficult to manage my account on the go.,2023-05-13,Streaming,3
713,189,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-07-26,Mobile,3
714,961,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-04-06,Broadband,4
715,209,no matter the hour.,2023-06-02,Broadband,1
716,676,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-03-05,Streaming,4
717,761,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-07-26,Broadband,3
718,33,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-01-08,Mobile,
719,653,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2022-11-22,Broadband,
720,638,and there are no significant benefits for long-term customers like me.,2022-11-22,Streaming,
721,764,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-08-16,,5
722,761,I've enjoyed blazing-fast internet speeds on all my devices.,2023-03-12,Mobile,2
723,986,Ever since Neon updated their network in my area,2023-03-05,Streaming,5
724,666,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2022-11-08,Mobile,2
725,30,Despite the quality service,2023-08-21,Mobile,4
726,251,no matter the hour.,2022-12-26,Mobile,4
727,600,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-09-17,Streaming,3
728,1000,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-04-26,Streaming,3
729,779,no matter the hour.,2022-12-11,Mobile,3
730,138,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-08-22,Streaming,1
731,871,no matter the hour.,2023-08-15,Broadband,1
732,305,Neon's signal quality indoors is often weak,2023-02-14,Streaming,2
733,179,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-03-09,Streaming,4
734,347,Despite the quality service,2023-03-28,Streaming,3
735,430,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-01-19,Mobile,1
736,947,no matter the hour.,2022-12-08,Broadband,4
737,494,forcing me to rely on Wi-Fi,2023-01-25,Mobile,1
738,627,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-01-26,Streaming,5
739,55,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-02-28,Streaming,4
740,444,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-10-31,Streaming,2
741,998,forcing me to rely on Wi-Fi,2023-04-03,,1
742,380,Neon's pricing is becoming prohibitive,2023-08-07,Mobile,
743,697,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-06-24,Streaming,5
744,572,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2022-12-24,Mobile,1
745,106,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-03-14,Streaming,5
746,27,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-07-25,Broadband,4
747,942,Despite the quality service,2023-10-24,Mobile,4
748,954,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-10-30,Streaming,4
749,992,I've had recurring issues with Neon's mobile app—it keeps crashing,2022-11-11,Streaming,3
750,481,forcing me to rely on Wi-Fi,2023-02-10,Broadband,2
751,587,Ever since Neon updated their network in my area,2022-12-25,Mobile,3
752,11,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2022-11-29,Mobile,4
753,126,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-09-26,Streaming,4
754,358,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-05-05,Mobile,5
755,60,and there are no significant benefits for long-term customers like me.,2023-09-05,Streaming,3
756,880,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-03-16,Streaming,1
757,749,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-08-23,Streaming,4
758,99,Neon's pricing is becoming prohibitive,2023-03-26,Mobile,5
759,535,making it difficult to manage my account on the go.,2023-08-31,Broadband,5
760,804,and there are no significant benefits for long-term customers like me.,2022-11-29,Broadband,3
761,964,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-06-02,Streaming,4
762,537,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-07-31,Mobile,
763,895,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2022-12-22,Mobile,5
764,906,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-02-06,Streaming,2
765,89,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-03-17,Broadband,3
766,271,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2022-11-07,Mobile,3
767,882,and there are no significant benefits for long-term customers like me.,2023-10-06,Streaming,5
768,132,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-03-22,Broadband,5
769,422,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-06-23,Streaming,4
770,483,Despite the quality service,2023-07-19,Mobile,5
771,876,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2022-12-02,Mobile,3
772,641,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-05-03,Broadband,3
773,434,I've enjoyed blazing-fast internet speeds on all my devices.,2023-07-28,Mobile,3
774,414,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-08-31,,3
775,904,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-04-13,Mobile,3
776,858,Despite the quality service,2023-03-13,Streaming,5
777,469,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-07-01,Broadband,5
778,662,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-11-05,Mobile,1
779,481,Ever since Neon updated their network in my area,2023-02-03,Streaming,3
780,765,I've enjoyed blazing-fast internet speeds on all my devices.,2022-11-30,Streaming,5
781,479,Despite the quality service,2022-11-14,Mobile,3
782,865,and there are no significant benefits for long-term customers like me.,2023-09-28,Broadband,3
783,914,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-04-17,Mobile,5
784,585,Ever since Neon updated their network in my area,2023-10-22,Broadband,5
785,864,no matter the hour.,2023-07-24,Streaming,2
786,621,Ever since Neon updated their network in my area,2023-10-26,Mobile,1
787,959,forcing me to rely on Wi-Fi,2022-12-17,Mobile,5
788,277,Ever since Neon updated their network in my area,2022-12-10,Mobile,2
789,580,Ever since Neon updated their network in my area,2023-03-16,Mobile,3
790,713,Ever since Neon updated their network in my area,2023-03-21,Streaming,1
791,897,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-08-09,Mobile,3
792,541,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-06-03,Broadband,1
793,947,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-08-12,Mobile,4
794,5,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-04-24,Broadband,2
795,860,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-07-01,Streaming,3
796,934,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-05-04,Streaming,2
797,69,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2022-11-15,,1
798,927,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-03-08,Streaming,4
799,524,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2022-12-29,Mobile,4
800,253,I've enjoyed blazing-fast internet speeds on all my devices.,2023-02-17,Broadband,4
801,971,and there are no significant benefits for long-term customers like me.,2023-10-23,Streaming,1
802,518,Despite the quality service,2023-02-23,Mobile,1
803,291,and there are no significant benefits for long-term customers like me.,2022-11-23,Broadband,2
804,213,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-05-14,Mobile,4
805,679,I've enjoyed blazing-fast internet speeds on all my devices.,2023-01-01,Broadband,3
806,845,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-02-09,Streaming,1
807,761,Neon's pricing is becoming prohibitive,2023-06-12,Streaming,3
808,993,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-10-16,Broadband,1
809,838,I've enjoyed blazing-fast internet speeds on all my devices.,2023-08-05,Mobile,3
810,369,making it difficult to manage my account on the go.,2023-10-05,Broadband,
811,961,making it difficult to manage my account on the go.,2023-09-30,Broadband,5
812,159,and there are no significant benefits for long-term customers like me.,2023-10-26,Broadband,3
813,7,Despite the quality service,2022-11-30,Broadband,1
814,348,I've enjoyed blazing-fast internet speeds on all my devices.,2023-09-04,Broadband,1
815,60,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-05-14,Mobile,1
816,684,I've enjoyed blazing-fast internet speeds on all my devices.,2023-04-30,Streaming,4
817,993,Neon's pricing is becoming prohibitive,2023-05-27,Streaming,1
818,818,Neon's pricing is becoming prohibitive,2023-10-01,Broadband,1
819,627,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-10-07,Streaming,4
820,265,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-10-14,Streaming,2
821,837,Neon's pricing is becoming prohibitive,2022-11-26,Streaming,3
822,477,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-07-10,Broadband,4
823,332,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-08-30,Streaming,2
824,713,Despite the quality service,2023-02-25,Streaming,3
825,229,Neon's pricing is becoming prohibitive,2023-06-23,Mobile,4
826,356,I've enjoyed blazing-fast internet speeds on all my devices.,2023-01-09,Broadband,4
827,174,Neon's pricing is becoming prohibitive,2023-09-08,Broadband,4
828,108,forcing me to rely on Wi-Fi,2023-07-16,Mobile,5
829,889,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-05-19,Mobile,4
830,800,forcing me to rely on Wi-Fi,2023-05-03,Mobile,4
831,932,I've enjoyed blazing-fast internet speeds on all my devices.,2023-07-30,Broadband,4
832,261,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-08-01,Mobile,2
833,174,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-03-22,,1
834,702,Despite the quality service,2023-01-16,Streaming,5
835,494,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-04-10,Mobile,4
836,193,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-04-23,Broadband,2
837,34,I've enjoyed blazing-fast internet speeds on all my devices.,2023-10-15,Broadband,3
838,1000,Neon's signal quality indoors is often weak,2023-04-24,Mobile,1
839,735,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-09-16,Mobile,3
840,759,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-08-17,Mobile,1
841,971,making it difficult to manage my account on the go.,2023-06-20,Broadband,2
842,900,Neon's pricing is becoming prohibitive,2023-08-13,Mobile,1
843,547,I've enjoyed blazing-fast internet speeds on all my devices.,2023-10-03,Streaming,3
844,896,Ever since Neon updated their network in my area,2023-01-21,Mobile,3
845,422,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-03-25,Streaming,5
846,865,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-06-26,Broadband,5
847,544,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2022-11-13,Mobile,1
848,503,I've enjoyed blazing-fast internet speeds on all my devices.,2023-02-17,Broadband,3
849,618,Ever since Neon updated their network in my area,2023-06-02,Broadband,5
850,452,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-08-19,Mobile,5
851,994,forcing me to rely on Wi-Fi,2023-03-02,Streaming,2
852,166,and there are no significant benefits for long-term customers like me.,2023-08-07,Streaming,3
853,729,Neon's signal quality indoors is often weak,2023-04-24,Streaming,4
854,20,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-04-08,Streaming,4
855,91,Neon's pricing is becoming prohibitive,2022-12-15,,5
856,178,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-07-13,Streaming,5
857,459,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-10-21,Streaming,1
858,680,I've had recurring issues with Neon's mobile app—it keeps crashing,2022-11-22,Broadband,4
859,358,forcing me to rely on Wi-Fi,2023-02-23,Mobile,2
860,653,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-11-03,Mobile,4
861,853,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-03-12,Streaming,1
862,20,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-04-18,Mobile,4
863,668,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-09-25,Mobile,5
864,942,Neon's signal quality indoors is often weak,2022-11-11,,3
865,444,no matter the hour.,2023-03-30,Streaming,3
866,10,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2022-12-11,Streaming,1
867,932,Neon's signal quality indoors is often weak,2023-08-04,Mobile,
868,663,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2022-11-08,Streaming,4
869,188,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-09-20,Streaming,2
870,410,and there are no significant benefits for long-term customers like me.,2023-09-21,Mobile,1
871,111,and there are no significant benefits for long-term customers like me.,2023-01-08,Streaming,2
872,612,and there are no significant benefits for long-term customers like me.,2023-10-15,Streaming,
873,475,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-02-20,Mobile,5
874,209,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-06-25,Streaming,2
875,307,I've enjoyed blazing-fast internet speeds on all my devices.,2023-08-01,Mobile,2
876,963,Ever since Neon updated their network in my area,2023-05-08,Broadband,2
877,875,forcing me to rely on Wi-Fi,2023-05-16,Streaming,2
878,347,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-07-01,Streaming,5
879,8,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-07-02,Broadband,1
880,184,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-05-13,Mobile,4
881,746,Ever since Neon updated their network in my area,2023-04-13,Broadband,3
882,151,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-06-17,Mobile,3
883,312,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-05-07,Streaming,2
884,379,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-10-19,Streaming,5
885,430,Neon's pricing is becoming prohibitive,2023-01-07,Streaming,5
886,142,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2022-12-09,Mobile,1
887,86,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-03-06,Broadband,1
888,366,forcing me to rely on Wi-Fi,2022-11-21,Mobile,3
889,51,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-02-01,Streaming,4
890,544,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-05-05,Broadband,1
891,970,Neon's pricing is becoming prohibitive,2023-06-17,Mobile,1
892,149,Ever since Neon updated their network in my area,2023-09-30,Streaming,5
893,87,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-07-23,Mobile,5
894,937,Despite the quality service,2023-09-30,Mobile,5
895,747,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-01-17,Mobile,3
896,286,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-07-09,Streaming,2
897,578,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-07-08,Streaming,2
898,605,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-05-28,Mobile,1
899,52,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-03-21,Streaming,1
900,765,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-08-02,Broadband,4
901,521,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-08-17,Broadband,2
902,101,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-01-26,Streaming,3
903,971,Despite the quality service,2023-08-06,Streaming,3
904,700,Neon's signal quality indoors is often weak,2023-07-10,Mobile,2
905,599,and there are no significant benefits for long-term customers like me.,2022-12-23,Streaming,3
906,154,Despite the quality service,2023-10-22,Mobile,1
907,939,making it difficult to manage my account on the go.,2023-05-05,Broadband,5
908,301,Neon's pricing is becoming prohibitive,2023-09-28,Mobile,4
909,93,Neon's pricing is becoming prohibitive,2022-12-27,Broadband,5
910,379,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-06-27,Broadband,3
911,912,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-01-01,Broadband,5
912,629,Despite the quality service,2022-12-12,Mobile,1
913,614,I was pleasantly surprised by the knowledge and patience of the Neon technician who installed our home broadband. A real professional!,2023-03-12,Mobile,4
914,92,Despite the quality service,2023-03-12,Streaming,1
915,111,Despite the quality service,2023-07-15,Streaming,2
916,146,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-07-04,Broadband,2
917,54,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-10-29,Streaming,2
918,658,Despite the quality service,2023-07-18,Streaming,5
919,295,no matter the hour.,2023-06-02,Streaming,1
920,485,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-02-02,Mobile,3
921,657,Neon's pricing is becoming prohibitive,2023-09-22,Broadband,1
922,430,making it difficult to manage my account on the go.,2023-06-20,Mobile,3
923,592,Ever since Neon updated their network in my area,2023-03-17,Broadband,1
924,689,I've had recurring issues with Neon's mobile app—it keeps crashing,2022-11-21,Broadband,2
925,77,Neon's signal quality indoors is often weak,2022-11-27,Streaming,2
926,756,Despite the quality service,2023-04-13,Broadband,4
927,813,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-01-18,Streaming,3
928,765,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2022-11-24,Streaming,1
929,691,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-04-26,Broadband,2
930,389,Neon's signal quality indoors is often weak,2022-11-29,Broadband,2
931,584,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2023-06-19,Mobile,4
932,263,no matter the hour.,2023-01-04,Streaming,2
933,81,forcing me to rely on Wi-Fi,2023-10-07,Broadband,1
934,302,no matter the hour.,2023-03-22,Broadband,2
935,132,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2022-11-18,Broadband,1
936,986,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-08-08,Streaming,3
937,613,Despite the quality service,2022-12-01,Broadband,5
938,252,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-07-12,Mobile,
939,582,Neon's 24/7 customer support has never let me down—there's always someone ready to help,2023-04-27,Broadband,3
940,492,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-01-31,Mobile,4
941,623,forcing me to rely on Wi-Fi,2022-11-06,Streaming,3
942,733,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-05-17,Broadband,1
943,386,Neon's signal quality indoors is often weak,2023-07-14,Streaming,5
944,128,Neon's pricing is becoming prohibitive,2023-05-25,Mobile,4
945,593,Neon's signal quality indoors is often weak,2023-04-02,Mobile,4
946,276,I've had recurring issues with Neon's mobile app—it keeps crashing,2023-07-01,Mobile,5
947,832,Neon's signal quality indoors is often weak,2023-04-21,Mobile,2
948,985,Neon's response to my lost phone situation was above and beyond—I had a new device and was back up and running in no time.,2023-07-21,Broadband,2
949,683,and there are no significant benefits for long-term customers like me.,2022-12-29,Streaming,3
950,222,The recent transition to Neon's new billing system was seamless. I appreciate the clear and detailed invoices.,2022-12-22,Broadband,4
951,253,Neon's family plan offers incredible value. We've saved a lot and haven't had to compromise on service or features.,2023-10-07,Streaming,5
952,238,Ever since Neon updated their network in my area,2023-03-10,Broadband,1
953,508,I'm disappointed with Neon's coverage when I travel. I frequently encounter dead zones on routes where other providers offer consistent service.,2023-04-29,Broadband,4
954,697,Neon's pricing is becoming prohibitive,2023-02-22,Mobile,3
955,889,Ever since Neon updated their network in my area,2022-12-18,Streaming,1
956,333,I'm thrilled with Neon's rewards program—it's refreshing to see a telco that gives back to loyal customers.,2023-02-21,Mobile,5
957,61,forcing me to rely on Wi-Fi,2022-12-03,Broadband,4
958,892,I've enjoyed blazing-fast internet speeds on all my devices.,2023-07-29,Streaming,5
959,639,Neon's pricing is becoming prohibitive,2023-10-22,Mobile,3
960,502,making it difficult to manage my account on the go.,2022-11-24,Mobile,3
